0,59,254,172,4,0,34.3,6,1
0,8,24,16,1,0,50,6,3
0,41,124,90,5,0,45.6,7,1
0,35,74,51,5,0,68.6,6,1
0,57,193,134,6,0,42.5,6,3
0,88,324,266,5,0,33.1,6,1
0,5,15,13,1,0,38.5,6,2
0,68,216,136,8,0,50,6,2
0,119,225,189,17,0,63,6,4
0,21,39,30,3,0,70,7,1
0,148,298,213,14,0,69.5,6,2
0,0,4,3,0,0,0,4,2
0,11,35,24,1,0,45.8,4,2
0,111,373,270,19,0,41.1,4,2
0,1,6,5,0,0,20,4,4
0,73,272,208,8,1,35.1,5,2
0,71,202,152,10,0,46.7,4,2
0,43,55,47,7,0,91.5,4,2
0,11,57,42,0,0,26.2,4,4
0,31,81,59,5,0,52.5,4,2
0,177,462,360,26,0,49.2,4,1
0,74,111,97,11,1,76.3,4,3
0,35,72,55,7,0,63.6,4,1
0,9,13,11,2,0,81.8,4,3
0,7,40,30,1,0,23.3,4,2
0,15,43,36,1,0,41.7,4,4
0,88,306,233,9,0,37.8,4,2
0,83,287,231,9,0,35.9,4,1
0,143,292,247,20,0,57.9,4,1
0,139,397,266,16,0,52.3,4,2
0,8,43,44,1,0,18.2,4,4
0,67,118,93,9,1,72,4,2
0,53,94,54,10,0,98.1,4,1
0,124,308,235,10,1,52.8,4,3
0,1,10,4,0,0,25,4,2
0,22,54,45,4,0,48.9,4,4
0,79,191,136,13,0,58.1,4,2
0,0,2,1,0,0,0,4,1
0,34,90,68,6,0,50,4,1
0,92,160,113,17,0,81.4,4,3
0,54,114,89,10,0,60.7,4,2
0,0,3,3,0,0,0,4,2
0,241,613,436,33,0,55.3,4,1
0,60,108,89,5,0,67.4,4,3
0,14,64,33,3,0,42.4,4,2
0,101,274,169,9,0,59.8,4,1
0,31,69,50,2,0,62,4,3
0,37,104,78,6,0,47.4,4,2
0,16,42,35,3,0,45.7,4,4
0,82,298,192,11,0,42.7,4,1
0,1,13,11,0,0,9.1,4,3
0,153,342,205,13,3,74.6,4,1
0,13,67,36,1,0,36.1,4,3
0,49,98,65,7,1,75.4,5,2
0,64,167,131,9,1,48.9,4,3
0,62,108,85,11,0,72.9,4,1
0,9,25,20,0,1,45,4,3
0,203,516,347,23,1,58.5,4,2
0,146,465,314,17,2,46.5,4,2
0,14,146,91,0,0,15.4,4,4
